|TARIFF|,|EFF_DATE|,|CHANGE|,|SUB_CHAP|,|DESC1|,|DESC2|,|DESC3|,|FOOTNOTE|,|UOM|,|MFN|,|GT|,|AUT|,|NZT|,|CCCT|,|LDCT|,|GPT|,|UST|,|MT|,|MUST|,|CIAT|,|CT|,|CRT|,|IT|,|NT|,|SLT|,|PT|,|COLT|,|JT|,|PAT|,|HNT|,|KRT|,|CEUT|,|UAT|,|CPTPT|,|row_id|
|2907.29.00.00|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5243
|29.08|,1/1/1998 0:00:00,0.00,||,|Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5244
|2908.1|,1/1/2007 0:00:00,0.00,,|Derivatives containing only halogen substituents and their salts:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5245
|2908.11.00.00|,1/1/2012 0:00:00,0.00,||,|Pentachlorophenol (ISO)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5246
|2908.19.00.00|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5247
|2908.9|,1/1/2007 0:00:00,0.00,,|Other:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5248
|2908.91.00.00|,1/1/2007 0:00:00,0.00,||,|Dinoseb (ISO) and its salts|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5249
|2908.92.00.00|,1/1/2012 0:00:00,0.00,||,|4,6-Dinitro-o-cresol (DNOC (ISO)) and its salts|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5250
|2908.99.00.00|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5251
|29.09|,1/1/1998 0:00:00,0.00,|IV. -ETHERS, ALCOHOL PEROXIDES, ETHER PEROXIDES, KETONE PEROXIDES, EPOXIDES WITH A THREE-MEMBERED RING, ACETALS AND HEMIACETALS, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES|,|Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5252
|2909.1|,1/1/1998 0:00:00,0.00,,|Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5253
|2910.10.00.00|,1/1/1998 0:00:00,0.00,||,|Oxirane (ethylene oxide)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5268
|2910.20.00.00|,1/1/1998 0:00:00,0.00,||,|Methyloxirane (propylene oxide)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5269
|2910.30.00.00|,1/1/1998 0:00:00,0.00,||,|1-Chloro-2,3-epoxypropane (epichlorohydrin)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5270
|2910.40.00.00|,1/1/2012 0:00:00,0.00,||,|Dieldrin (ISO, INN)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5271
|2910.50.00.00|,1/1/2017 0:00:00,0.00,||,|Endrin (ISO)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5272
|2910.90.00.00|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5273
|2911.00.00.00|,1/1/1998 0:00:00,0.00,||,|Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives.|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5274
|29.12|,1/1/1998 0:00:00,0.00,|V. -ALDEHYDE-FUNCTION COMPOUNDS|,|Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5275
|2912.1|,1/1/1998 0:00:00,0.00,,|Acyclic aldehydes without other oxygen function:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5276
|2912.11.00.00|,1/1/1998 0:00:00,0.00,||,|Methanal (formaldehyde)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5277
|2912.12.00.00|,1/1/1998 0:00:00,0.00,||,|Ethanal (acetaldehyde)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5278
|2912.19.00.00|,1/1/2017 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5279
|2912.2|,1/1/1998 0:00:00,0.00,,|Cyclic aldehydes without other oxygen function:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5280
|2912.21.00.00|,1/1/1998 0:00:00,0.00,||,|Benzaldehyde|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5281
|2912.29.00.00|,1/1/1998 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5282
|2912.4|,1/1/2012 0:00:00,0.00,,|Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5283
|2912.41.00.00|,1/1/1998 0:00:00,0.00,||,|Vanillin (4-hydroxy-3-methoxybenzaldehyde)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5284
|2912.42.00.00|,1/1/1998 0:00:00,0.00,||,|Ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5285
|2912.49.00.00|,1/1/1998 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5286
|2912.50.00.00|,1/1/1998 0:00:00,0.00,||,|Cyclic polymers of aldehydes|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5287
|2912.60.00.00|,1/1/1998 0:00:00,0.00,||,|Paraformaldehyde|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5288
|2913.00.00.00|,1/1/1998 0:00:00,0.00,||,|Halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading 29.12.|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5289
|29.14|,1/1/1998 0:00:00,0.00,|VI. -KETONE-FUNCTION COMPOUNDS AND QUINONE-FUNCTION COMPOUNDS|,|Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5290
|2914.1|,1/1/1998 0:00:00,0.00,,|Acyclic ketones without other oxygen function:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5291
|2914.11.00.00|,1/1/1998 0:00:00,0.00,||,|Acetone|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5292
|2914.12.00.00|,1/1/1998 0:00:00,0.00,||,|Butanone (methyl ethyl ketone)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5293
|2914.13.00.00|,1/1/1998 0:00:00,0.00,||,|4-Methylpentan-2-one (methyl isobutyl ketone)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5294
|2914.19.00.00|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5295
|2914.2|,1/1/2012 0:00:00,0.00,,|Cyclanic, cyclenic or cycloterpenic ketones without other oxygen function:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5296
|2914.22.00.00|,1/1/2000 0:00:00,0.00,||,|Cyclohexanone and methylcyclohexanones|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5297
|2914.23.00.00|,1/1/1998 0:00:00,0.00,||,|Ionones and methylionones|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5298
|2914.29.00.00|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5299
|2914.3|,1/1/1998 0:00:00,0.00,,|Aromatic ketones without other oxygen function:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5300
|2914.31.00.00|,1/1/1998 0:00:00,0.00,||,|Phenylacetone (phenylpropan-2-one)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5301
|2914.39.00.00|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5302
|2914.40.00.00|,1/1/2012 0:00:00,0.00,||,|Ketone-alcohols and ketone-aldehydes|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5303
|2914.50.00.00|,1/1/2012 0:00:00,0.00,||,|Ketone-phenols and ketones with other oxygen function|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5304
|2914.6|,1/1/1998 0:00:00,0.00,,|Quinones:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5305
|2914.61.00.00|,1/1/1998 0:00:00,0.00,||,|Anthraquinone|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5306
|2914.62.00.00|,1/1/2017 0:00:00,0.00,||,|Coenzyme Q10 (ubidecarenone (INN))|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5307
|2914.69.00.00|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5308
|2914.7|,1/1/2017 0:00:00,0.00,,|Halogenated, sulphonated, nitrated or nitrosated derivatives:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5309
|2914.71.00.00|,1/1/2017 0:00:00,0.00,||,|Chlordecone (ISO)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5310
|2914.79.00.00|,1/1/2017 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5311
|29.15|,1/1/1998 0:00:00,0.00,|VII. -CARBOXYLIC ACIDS AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES|,|Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5312
|2915.1|,1/1/1998 0:00:00,0.00,,|Formic acid, its salts and esters:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5313
|2915.11.00.00|,1/1/1998 0:00:00,0.00,||,|Formic acid|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5314
|2915.12.00.00|,1/1/2017 0:00:00,0.00,||,|Salts of formic acid|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5315
|2915.13.00.00|,1/1/2012 0:00:00,0.00,||,|Esters of formic acid|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5316
|2915.2|,1/1/1998 0:00:00,0.00,,|Acetic acid and its salts; acetic anhydride:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5317
|2915.21.00.00|,1/1/1998 0:00:00,0.00,||,|Acetic acid|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5318
|2915.24.00.00|,1/1/1998 0:00:00,0.00,||,|Acetic anhydride|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5319
|2915.29.00.00|,1/1/2017 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5320
|2915.3|,1/1/1998 0:00:00,0.00,,|Esters of acetic acid:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5321
|2915.31.00.00|,1/1/1998 0:00:00,0.00,||,|Ethyl acetate|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5322
|2915.32.00.00|,1/1/1998 0:00:00,0.00,||,|Vinyl acetate|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5323
|2915.33.00.00|,1/1/1998 0:00:00,0.00,||,|n-Butyl acetate|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5324
|2915.36.00.00|,1/1/2007 0:00:00,0.00,||,|Dinoseb (ISO) acetate|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5325
|2915.39.00.00|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5326
|2915.40.00.00|,1/1/1999 0:00:00,0.00,||,|Mono-, di- or trichloroacetic acids, their salts and esters|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5327
|2915.50.00|,1/1/2012 0:00:00,0.00,||,|Propionic acid, its salts and esters|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5328
|2915.50.00.30|,1/1/2012 0:00:00,0.00,||,|Propionic acid|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5329
|2915.50.00.90|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5330
|2915.60.00.00|,1/1/1998 0:00:00,0.00,||,|Butanoic acids, pentanoic acids, their salts and esters|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5331
|2915.70.00.00|,10/1/2014 0:00:00,0.00,||,|Palmitic acid, stearic acid, their salts and esters|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5332
|2915.90.00.00|,10/1/2014 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5333
|29.16|,1/1/1998 0:00:00,0.00,||,|Unsaturated acyclic monocarboxylic acids, cyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5334
|2916.1|,1/1/1998 0:00:00,0.00,,|Unsaturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5335
|2916.11.00.00|,1/1/2012 0:00:00,0.00,||,|Acrylic acid and its salts|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5336
|2916.12.00|,1/1/2012 0:00:00,0.00,||,|Esters of acrylic acid|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5337
|2916.12.00.10|,1/1/2012 0:00:00,0.00,||,|Butyl acrylate|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5338
|2916.12.00.20|,1/1/2012 0:00:00,0.00,||,|Ethyl acrylate|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5339
|2916.12.00.30|,6/1/2012 0:00:00,0.00,||,|2-Ethylhexyl acrylate|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5340
|2916.12.00.90|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5341
|2916.13.00.00|,1/1/2012 0:00:00,0.00,||,|Methacrylic acid and its salts|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5342
|2916.14.00|,1/1/1998 0:00:00,0.00,||,|Esters of methacrylic acid|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5343
|2916.14.00.40|,1/1/1998 0:00:00,0.00,||,|Methyl methacrylate|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5344
|2916.14.00.90|,1/1/1998 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5345
